video id,video encoding
2644c36e-14bd-11e5-839e-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645e79c-14bd-11e5-a456-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645e8d1-14bd-11e5-958e-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645e9a3-14bd-11e5-9bc5-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645ea59-14bd-11e5-a993-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645eb02-14bd-11e5-b5d0-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645ebb8-14bd-11e5-a919-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645ec59-14bd-11e5-96ea-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645ed02-14bd-11e5-9743-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645ed97-14bd-11e5-8a40-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645ee40-14bd-11e5-8725-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645eed7-14bd-11e5-8e7d-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645ef78-14bd-11e5-b68b-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645f107-14bd-11e5-9321-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645f1bd-14bd-11e5-af1a-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645f25c-14bd-11e5-815d-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645f2fd-14bd-11e5-8162-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645f39c-14bd-11e5-b914-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645f43a-14bd-11e5-8f7b-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645f4d1-14bd-11e5-94d1-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645f570-14bd-11e5-bab9-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645f611-14bd-11e5-87e3-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645f6a6-14bd-11e5-bbaa-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645f747-14bd-11e5-aa97-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645f7de-14bd-11e5-855e-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645f86b-14bd-11e5-812f-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645f95c-14bd-11e5-953f-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645fa0c-14bd-11e5-b322-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645faae-14bd-11e5-a8d7-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645fb4c-14bd-11e5-8fb7-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645fbee-14bd-11e5-a4e5-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645fc82-14bd-11e5-bf45-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645fd23-14bd-11e5-9e17-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645fdc5-14bd-11e5-bb31-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645fe63-14bd-11e5-a8e5-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645fefa-14bd-11e5-b3b4-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2645ff8f-14bd-11e5-aa1c-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26460030-14bd-11e5-a210-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264600c5-14bd-11e5-9dcf-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264601a3-14bd-11e5-8c2e-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26460254-14bd-11e5-bb52-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264602f5-14bd-11e5-b1de-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26460394-14bd-11e5-a06d-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2646042b-14bd-11e5-b9f4-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264604ca-14bd-11e5-b663-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26460602-14bd-11e5-ba54-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264606a3-14bd-11e5-bdd1-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26460738-14bd-11e5-a1ad-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264607cc-14bd-11e5-87b3-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2646086e-14bd-11e5-bdf1-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2646094a-14bd-11e5-b26c-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264609f3-14bd-11e5-8bee-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26460a9c-14bd-11e5-ac8c-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26460b33-14bd-11e5-9d54-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26460bd1-14bd-11e5-ac3d-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26460c68-14bd-11e5-bf66-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26460d07-14bd-11e5-af0f-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26460dab-14bd-11e5-844b-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26460e40-14bd-11e5-9db0-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26460ee1-14bd-11e5-82b7-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26460f78-14bd-11e5-854e-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26461017-14bd-11e5-8299-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264610e8-14bd-11e5-ba94-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2646119c-14bd-11e5-b72b-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2646123a-14bd-11e5-b9db-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264612d1-14bd-11e5-bd8d-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26461370-14bd-11e5-8772-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26461411-14bd-11e5-a6a4-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264614a6-14bd-11e5-b4b8-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2646153d-14bd-11e5-beec-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264615dc-14bd-11e5-ae6a-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26461673-14bd-11e5-b968-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26461711-14bd-11e5-b2a4-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264617f0-14bd-11e5-8cfb-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264618a3-14bd-11e5-8dea-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2646193a-14bd-11e5-ae5b-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264619cf-14bd-11e5-b7dc-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26461a70-14bd-11e5-ad08-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26461b05-14bd-11e5-88f4-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26461ba6-14bd-11e5-b9ac-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26461c45-14bd-11e5-ab17-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26461cdc-14bd-11e5-b1e9-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26461d7a-14bd-11e5-be54-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26461e11-14bd-11e5-af5f-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26461eb0-14bd-11e5-a51f-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26461f3d-14bd-11e5-8fc2-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462019-14bd-11e5-b532-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264620cf-14bd-11e5-a1dd-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462163-14bd-11e5-852d-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264621fa-14bd-11e5-8200-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462299-14bd-11e5-82d2-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462330-14bd-11e5-98a5-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264623ba-14bd-11e5-bbf5-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462459-14bd-11e5-b2f1-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264624f0-14bd-11e5-b2cd-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462587-14bd-11e5-81af-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2646261e-14bd-11e5-8ea7-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264626bd-14bd-11e5-87c8-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2646278f-14bd-11e5-88ea-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2646283a-14bd-11e5-9495-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264628d9-14bd-11e5-ad85-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462970-14bd-11e5-b911-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462a0f-14bd-11e5-89a8-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462aa6-14bd-11e5-9b96-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462b3d-14bd-11e5-9404-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462bd1-14bd-11e5-90fb-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462c73-14bd-11e5-818e-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462d07-14bd-11e5-9f68-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462d9e-14bd-11e5-a04b-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462e33-14bd-11e5-919f-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462f11-14bd-11e5-9739-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26462fba-14bd-11e5-8eca-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
26463059-14bd-11e5-86c1-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264630e6-14bd-11e5-ac72-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2646317d-14bd-11e5-bb71-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
2646321c-14bd-11e5-b370-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
264632b3-14bd-11e5-a429-8438355b7e3a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
d86128d5-92da-1c51-b97e-832ebc8a2d2a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
b3cee0b7-6a02-1dd3-8e33-13320ac150d7,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
afc64520-ec0c-15f1-a871-cc6e12177ecf,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
33d41f46-b67e-18c2-9250-f1d448edde60,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
352f3b6c-38d7-1c8d-b222-623ba1f44ec1,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
f5f3e3ec-68b2-1b80-b4ad-dfcbfa559175,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
d45ea781-4785-1b2c-87c5-c86f1b8fed2a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
d2d6873d-73c9-13d8-abcd-a9c561e80b7f,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
ed78be0b-f379-1265-be8b-3f167506795f,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
0c4c1ef6-ccb4-1b05-bc73-48cf8725d3b4,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
06d40892-b93e-1d36-b16d-335cfcb8ee98,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
b86a6709-95ae-1b02-8a00-97525c7132b0,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
3835d56a-94c1-1294-b195-4917f6daa1ae,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
8522b4a7-3b38-10d1-8ff3-0155f20f3a73,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
76af4d43-f5da-1416-bd2b-4420541de6e6,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
b2a4c946-0f05-116d-b42f-bd64b4e42a67,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
20d76ef7-f5de-1d7a-a90d-3232b953aa6a,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
7e0ea76a-97c9-1707-a2bf-0628daf4ee79,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
b6bce92f-bb84-1451-acf8-2a08f19e78aa,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
f4467818-008e-1b77-b5e3-27558f222dcb,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
b62c07c9-263e-14af-84ad-d11fc07b6fce,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
94496a2c-d148-192c-8280-98159d93cfd0,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
830d4582-2a5c-1593-bfcc-aaed33fc15b4,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
6dd1c887-5b43-1cf0-86f1-23a497f288ae,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
d95cb296-d60e-1c30-8e52-eb22b23f53c9,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
a6a17c6d-866c-18e1-813e-9382a43ad38b,"{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}"
